algorithm,number of nodes,k,weight,run time
CR,50,30,1815.4672772757165,0.006717200041748583
CNN,50,30,1816.8123184743831,0.01144100003875792
CR,50,30,2154.86793409483,0.011278600082732737
CNN,50,30,3726.0972692834684,0.016855699941515923
CR,50,30,2094.859523237216,0.011208000010810792
CNN,50,30,2116.4854547967775,0.017155899899080396
CR,50,30,2100.7944423811446,0.011015399941243231
CNN,50,30,2116.8872230753113,0.01719400007277727
CR,50,30,2100.7944423811446,0.010956999962218106
CNN,50,30,2116.8872230753113,0.016820400021970272
CR,50,30,2080.583828968887,0.011006299988366663
CNN,50,30,2080.583828968887,0.016160300001502037
CR,50,30,2115.8810393995427,0.011541499989107251
CNN,50,30,2128.952813732171,0.01729200000409037
CR,50,30,2115.8810393995427,0.011556699988432229
CNN,50,30,2128.952813732171,0.017867499962449074
CR,50,30,1975.8450520930414,0.011610399931669235
CNN,50,30,2068.506457798473,0.01838639995548874
CR,50,30,1783.4639716739034,0.011508399969898164
CNN,50,30,1794.3421736311639,0.0165047999471426
CR,50,30,2084.2577456812987,0.01158609997946769
CNN,50,30,2100.55078645633,0.01815829996485263
CR,50,30,1594.413045156736,0.010751000023446977
CNN,50,30,1594.413045156736,0.013528899988159537
CR,50,30,1596.346970929482,0.010734100011177361
CNN,50,30,1596.346970929482,0.013419399969279766
CR,50,30,1553.1141918900717,0.010884799994528294
CNN,50,30,1553.1141918900717,0.013232199940830469
CR,50,30,1624.807037632563,0.010773199959658086
CNN,50,30,1624.807037632563,0.01299209997523576
CR,50,30,1589.117105884458,0.010644100024364889
CNN,50,30,1589.117105884458,0.013137700036168098
CR,50,30,1617.3287488841972,0.00690740009304136
CNN,50,30,1617.3287488841972,0.009183499962091446
CR,50,30,1638.6213005563177,0.006804600008763373
CNN,50,30,1638.6213005563177,0.009265600005164742
CR,50,30,1621.199538728086,0.0072487000143155456
CNN,50,30,1621.199538728086,0.009395300061441958
CR,50,30,1610.844781492804,0.0068925999803468585
CNN,50,30,1610.844781492804,0.009462799993343651
CR,50,30,1638.621300556318,0.006807100027799606
CNN,50,30,1638.621300556318,0.00910020002629608
CR,50,30,1930.996207823097,0.010406399960629642
CNN,50,30,1936.4960198979823,0.015079600038006902
CR,50,30,1886.9536781486077,0.010350700002163649
CNN,50,30,1896.430672274338,0.015183300012722611
CR,50,30,1820.7419763851997,0.010319099994376302
CNN,50,30,1822.5937352255894,0.014788100030273199
CR,50,30,1990.8036753590432,0.010339300031773746
CNN,50,30,1990.8036753590432,0.015243800007738173
CR,50,30,2069.395251864316,0.010330399964004755
CNN,50,30,2078.1117819713177,0.01511240005493164
CR,50,30,1612.4217964945217,0.012693400029093027
CNN,50,30,1612.4217964945217,0.015318799996748567
CR,50,30,1617.9217695066034,0.012624600087292492
CNN,50,30,1617.9217695066034,0.015041999984532595
CR,50,30,1611.8618157489946,0.012819099938496947
CNN,50,30,1611.8618157489946,0.015165999997407198
CR,50,30,1609.1446858870559,0.012656099977903068
CNN,50,30,1609.1446858870559,0.014970600022934377
CR,50,30,1609.1446858870559,0.01265589997638017
CNN,50,30,1609.1446858870559,0.015067399945110083
CR,50,30,1740.607112677475,0.01384130003862083
CNN,50,30,1763.970278913138,0.018225800013169646
CR,50,30,1697.8058081150725,0.013699100003577769
CNN,50,30,1723.596380367817,0.018447200069203973
CR,50,30,1678.1052309234583,0.013699400005862117
CNN,50,30,1678.1052309234583,0.015990299987606704
CR,50,30,1666.4561740258355,0.013712200103327632
CNN,50,30,1666.4561740258355,0.016249499982222915
CR,50,30,1884.5584680015804,0.014102599932812154
CNN,50,30,1957.689069381955,0.01922410004772246
CR,50,30,1621.8283359115273,0.012985200039111078
CNN,50,30,1621.8283359115273,0.015318899997510016
CR,50,30,1598.6901256414574,0.01297279994469136
CNN,50,30,1598.6901256414574,0.015444599906913936
CR,50,30,1609.4137395562666,0.012860899907536805
CNN,50,30,1609.4137395562666,0.015129800071008503
CR,50,30,1623.7435358392606,0.012808199971914291
CNN,50,30,1623.7435358392606,0.015111500048078597
CR,50,30,1623.7435358392606,0.012791199958883226
CNN,50,30,1623.7435358392606,0.01520740007981658
CR,50,30,1838.1469795918445,0.008130799978971481
CNN,50,30,1838.765978655081,0.013412099913693964
CR,50,30,1726.4065176267438,0.008152700029313564
CNN,50,30,1740.2814581843008,0.013344499981030822
CR,50,30,1789.853828896127,0.008275200030766428
CNN,50,30,1833.1415931969866,0.014737199991941452
CR,50,30,1736.7766622110323,0.008262600051239133
CNN,50,30,1748.2537740512646,0.014150899951346219
CR,50,30,1726.406517626744,0.008138800039887428
CNN,50,30,3269.539217013154,0.012706000008620322
CR,50,30,1873.6577365086732,0.011760200024582446
CNN,50,30,1993.7351994108853,0.016495299991220236
CR,50,30,1734.2210585171981,0.011757499887607992
CNN,50,30,1734.3444790056499,0.016253800014965236
CR,50,30,1813.880400031769,0.011744600022211671
CNN,50,30,1837.8028078999193,0.016959000029601157
CR,50,30,1757.8134621342745,0.011762400041334331
CNN,50,30,1770.8221571242696,0.016626100055873394
CR,50,30,1705.9388752009143,0.011627200059592724
CNN,50,30,1730.867167200167,0.016419599996879697
CR,50,30,1725.7916572326253,0.018723599961958826
CNN,50,30,1750.3087575777226,0.02338130003772676
CR,50,30,2055.799990978313,0.019127900013700128
CNN,50,30,2088.6425680432226,0.024128700024448335
CR,50,30,1973.0248869509196,0.018600699957460165
CNN,50,30,1989.7748136889477,0.023758499999530613
CR,50,30,2038.662849756331,0.018749000038951635
CNN,50,30,2041.545958390161,0.02413539995905012
CR,50,30,1675.5427091987808,0.01853039988782257
CNN,50,30,1725.744440637879,0.0227097999304533
CR,50,30,1729.5961009883545,0.012105699977837503
CNN,50,30,1783.59973550976,0.017056800075806677
CR,50,30,1889.393689578155,0.012424199958331883
CNN,50,30,1947.60474560136,0.01709070010110736
CR,50,30,1660.6957031171983,0.01198749989271164
CNN,50,30,1685.1810051044956,0.016855099936947227
CR,50,30,1969.0870757937964,0.012163000064902008
CNN,50,30,1971.9896695336179,0.017018400016240776
CR,50,30,1882.0864454506764,0.012046200106851757
CNN,50,30,1884.533698919577,0.01706199999898672
CR,50,30,1713.2006199163711,0.014923400012776256
CNN,50,30,1729.1339891379605,0.019253899925388396
CR,50,30,1746.8566526843294,0.014716700068674982
CNN,50,30,1749.366862728097,0.01967720000538975
CR,50,30,2028.796809771574,0.014666700037196279
CNN,50,30,2040.7552202607067,0.019614299992099404
CR,50,30,1850.1423136112103,0.01457760005723685
CNN,50,30,1851.4035772896138,0.01963719993364066
CR,50,30,2029.9276275144,0.01463359990157187
CNN,50,30,2035.126453942756,0.019936099997721612
CR,50,30,1826.6899629856584,0.010240199975669384
CNN,50,30,1831.7401048582299,0.01542339997831732
CR,50,30,1670.3793596035175,0.01042750000488013
CNN,50,30,1670.3793596035175,0.012429499998688698
CR,50,30,1670.3793596035177,0.010062600020319223
CNN,50,30,1670.3793596035177,0.012404800043441355
CR,50,30,1644.8328254067794,0.010055199963971972
CNN,50,30,1644.8328254067794,0.012380999978631735
CR,50,30,1592.257413207566,0.01003200002014637
CNN,50,30,1592.257413207566,0.01254340005107224
CR,50,30,1654.0917989386755,0.007378900074400008
CNN,50,30,1769.766434871113,0.011687999940477312
CR,50,30,1866.837323527203,0.007450999924913049
CNN,50,30,2050.612887227529,0.012955400045029819
CR,50,30,2190.8395410305325,0.007307599997147918
CNN,50,30,2227.984171763886,0.012627499992959201
CR,50,30,1949.2437193204532,0.007400800008326769
CNN,50,30,1949.795442686157,0.012164699961431324
CR,50,30,1843.1361913790715,0.0074155000038445
CNN,50,30,1844.7683584040317,0.01215209998190403
CR,50,30,1944.423561946067,0.014081700006499887
CNN,50,30,1947.5378276163283,0.01954370003659278
CR,50,30,2048.3144663217713,0.014069100026972592
CNN,50,30,2095.9568636847994,0.020489199901930988
CR,50,30,1773.4163473342423,0.014164500054903328
CNN,50,30,1831.085354571481,0.019143899902701378
CR,50,30,2100.7638138443126,0.014087199931964278
CNN,50,30,2121.6486588192047,0.02021960006095469
CR,50,30,1967.0917319462337,0.01408110000193119
CNN,50,30,1969.7708284186433,0.019539100001566112
CR,50,30,1646.7585115762092,0.012103499961085618
CNN,50,30,1646.7585115762092,0.015320100006647408
CR,50,30,1646.571371579216,0.012607599957846105
CNN,50,30,1646.571371579216,0.014493399998173118
CR,50,30,1672.5126204559704,0.012090899981558323
CNN,50,30,1672.5126204559704,0.014430100098252296
CR,50,30,1617.7195759151818,0.012085499940440059
CNN,50,30,1617.7195759151818,0.014521999983116984
CR,50,30,1650.9932983463639,0.012397699989378452
CNN,50,30,1650.9932983463639,0.014680099906399846
CR,50,30,1597.6385632380322,0.0043126000091433525
CNN,50,30,1597.6385632380322,0.0066142999567091465
CR,50,30,1611.440723244187,0.004201600095257163
CNN,50,30,1611.440723244187,0.006509499973617494
CR,50,30,1598.4067912825399,0.004242699942551553
CNN,50,30,1598.4067912825399,0.006571400095708668
CR,50,30,1568.4069354572512,0.004207100020721555
CNN,50,30,1568.4069354572512,0.006777400034479797
CR,50,30,1611.4407232441868,0.004182599950581789
CNN,50,30,1611.4407232441868,0.006549299927428365
CR,50,30,1699.5247100937054,0.018144899979233742
CNN,50,30,1700.045234889802,0.022552400012500584
CR,50,30,1631.833364652341,0.0186298000626266
CNN,50,30,1658.413508396498,0.022617500042542815
CR,50,30,1640.2989188650888,0.01814209995791316
CNN,50,30,1682.5225481555576,0.022780500003136694
CR,50,30,1839.0344183455022,0.018184300046414137
CNN,50,30,1840.5389105996219,0.02309649996459484
CR,50,30,1839.0344183455022,0.01805499999318272
CNN,50,30,1840.5389105996219,0.02266580006107688
CR,50,30,2235.9456742583657,0.016304600052535534
CNN,50,30,2260.3923700913474,0.02344769996125251
CR,50,30,1974.238015268344,0.016070000012405217
CNN,50,30,1974.268385706549,0.021289299940690398
CR,50,30,2318.304537346096,0.01599420001730323
CNN,50,30,2304.4984131001306,0.02447910001501441
CR,50,30,2109.3303706556308,0.015990599989891052
CNN,50,30,2110.211958092576,0.021596899954602122
CR,50,30,2176.7126273308936,0.01610959996469319
CNN,50,30,2209.441382983494,0.023679299978539348
CR,50,30,1807.58908557715,0.008381200022995472
CNN,50,30,1845.7001468910466,0.013220499968156219
CR,50,30,1849.4214246409686,0.008276000036858022
CNN,50,30,1872.3829767501463,0.01387080003041774
CR,50,30,1879.510802353998,0.00827019999269396
CNN,50,30,1900.2712703578766,0.013213700032792985
CR,50,30,1640.1992814880934,0.008324800059199333
CNN,50,30,1662.8699744164464,0.013171400059945881
CR,50,30,1726.341570643348,0.008302100002765656
CNN,50,30,1726.3818880169524,0.01353739993646741
CR,50,30,1587.238640549113,0.007786999922245741
CNN,50,30,1587.238640549113,0.010217499919235706
CR,50,30,1927.8715341442755,0.00768949999473989
CNN,50,30,1947.7878899167827,0.012344199931249022
CR,50,30,1787.9027772046697,0.007700899965129793
CNN,50,30,1847.2058462668206,0.012554300017654896
CR,50,30,1721.843867900388,0.007672699983231723
CNN,50,30,1754.60039180407,0.012112099910154939
CR,50,30,1567.6080854365428,0.0076867000898346305
CNN,50,30,1569.200748908087,0.012138599995523691
CR,50,30,1568.5865026245715,0.01134460000321269
CNN,50,30,2857.4240516147634,0.01595369994174689
CR,50,30,1605.8969567003353,0.011335500050336123
CNN,50,30,1630.0950687953086,0.016279099974781275
CR,50,30,1542.2047146007312,0.01118480006698519
CNN,50,30,1542.2438908263948,0.015982299926690757
CR,50,30,1786.1873517756771,0.01137989992275834
CNN,50,30,1808.6233351764563,0.016355099971406162
CR,50,30,1742.572568920549,0.01117279997561127
CNN,50,30,1742.5969737793832,0.016589000006206334
CR,50,30,1919.1062287445943,0.015034799929708242
CNN,50,30,1939.864187297115,0.019750300096347928
CR,50,30,1686.9460599403585,0.014898099936544895
CNN,50,30,1686.9460599403585,0.017725199926644564
CR,50,30,1643.351319551937,0.014979399973526597
CNN,50,30,1643.351319551937,0.017354699899442494
CR,50,30,1629.1779013277398,0.014862500014714897
CNN,50,30,1629.1779013277398,0.017518200096674263
CR,50,30,1643.351319551937,0.014903899980708957
CNN,50,30,1643.351319551937,0.017311800038442016
CR,50,30,1873.9142786853029,0.01457010000012815
CNN,50,30,3283.2980330897917,0.020101699978113174
CR,50,30,1976.9833615846255,0.014385999995283782
CNN,50,30,1981.6656136710976,0.02022840001154691
CR,50,30,1568.0013865978835,0.014431599993258715
CNN,50,30,1571.775664979239,0.019168500090017915
CR,50,30,1968.027953787734,0.014394999947398901
CNN,50,30,2036.9468463868327,0.02084630005992949
CR,50,30,2078.3998775897135,0.014586000004783273
CNN,50,30,2034.462644881949,0.02188939996995032
CR,50,30,1538.7876510533854,0.01114600000437349
CNN,50,30,1538.7876510533854,0.013873500050976872
CR,50,30,1525.8440591249296,0.011084099998697639
CNN,50,30,1525.8440591249296,0.013820199994370341
CR,50,30,1557.6176773015325,0.011010000016540289
CNN,50,30,1577.3861361652635,0.01537759997881949
CR,50,30,1575.621661099036,0.011075800051912665
CNN,50,30,1575.621661099036,0.013436499983072281
CR,50,30,1529.0886655633976,0.011301500024273992
CNN,50,30,1529.0886655633976,0.013543499982915819
CR,50,30,1614.2556232030022,0.015906799933873117
CNN,50,30,1614.2556232030022,0.018332700012251735
CR,50,30,1592.8685413065193,0.015940899960696697
CNN,50,30,1592.8685413065193,0.018592400010675192
CR,50,30,1619.6067182076408,0.016206200001761317
CNN,50,30,1619.6067182076408,0.018796800053678453
CR,50,30,1576.4456631314886,0.015986099955625832
CNN,50,30,1576.4456631314886,0.01847880007699132
CR,50,30,1598.3125183124812,0.01598390005528927
CNN,50,30,1598.3125183124812,0.018351500038988888
CR,50,30,1645.8146061189059,0.011642699944786727
CNN,50,30,1645.8146061189059,0.01367980008944869
CR,50,30,1607.474959538905,0.011215199949219823
CNN,50,30,1607.474959538905,0.01353600004222244
CR,50,30,1601.5192044885698,0.01111790002323687
CNN,50,30,1601.5192044885698,0.01365300000179559
CR,50,30,1645.8146061189059,0.011203800095245242
CNN,50,30,1645.8146061189059,0.013468099990859628
CR,50,30,1624.132690689134,0.011067699990235269
CNN,50,30,1624.132690689134,0.013855000026524067
CR,50,30,1737.1442940073325,0.01192540000192821
CNN,50,30,1752.539475521309,0.01614500000141561
CR,50,30,1771.3453041798798,0.011455400031991303
CNN,50,30,1795.2653949687683,0.01685330003965646
CR,50,30,1703.5213435568182,0.011676699970848858
CNN,50,30,1742.2872834211507,0.01618189993314445
CR,50,30,1647.2952831305986,0.011537200072780252
CNN,50,30,1643.0409718372289,0.01612569997087121
CR,50,30,1722.5247587971107,0.011659599957056344
CNN,50,30,1722.5341861748593,0.016179600032046437
CR,50,30,2015.3134968200786,0.009300800040364265
CNN,50,30,1937.2099429356872,0.015109900035895407
CR,50,30,1957.9971686887159,0.009665400022640824
CNN,50,30,1984.6055380076878,0.015273199998773634
CR,50,30,1926.0991365861864,0.009369899984449148
CNN,50,30,1926.1869729583009,0.015273700002580881
CR,50,30,2015.3134968200786,0.009393399930559099
CNN,50,30,1937.2099429356872,0.015261100023053586
CR,50,30,1805.8584894732667,0.009368899976834655
CNN,50,30,3336.323041317144,0.014039299916476011
CR,50,30,1671.451556807737,0.008725200081244111
CNN,50,30,1671.451556807737,0.011048599961213768
CR,50,30,1668.370909354865,0.008567199925892055
CNN,50,30,1668.370909354865,0.0109770999988541
CR,50,30,1640.7282847646247,0.008557199966162443
CNN,50,30,1640.7282847646247,0.010959799983538687
CR,50,30,1661.4651641905064,0.008629200048744678
CNN,50,30,1661.4651641905064,0.011214499943889678
CR,50,30,1648.3826893632256,0.0086300999391824
CNN,50,30,1648.3826893632256,0.010945399990305305
CR,50,30,2062.59862896825,0.011772600002586842
CNN,50,30,2065.535017409689,0.01756609999574721
CR,50,30,1984.0947962621813,0.011816999991424382
CNN,50,30,1985.4867807672304,0.01725939998868853
CR,50,30,2052.6362225465805,0.01197869994211942
CNN,50,30,2058.059451941441,0.017784199910238385
CR,50,30,1961.1166892659508,0.012036799918860197
CNN,50,30,1955.9911576581103,0.017077399999834597
CR,50,30,1968.9450533387273,0.01229300000704825
CNN,50,30,1977.989702012223,0.017539600026793778
CR,50,30,1704.8945024081092,0.016784599982202053
CNN,50,30,1709.6590331562702,0.021521000075154006
CR,50,30,1774.1059362178112,0.0166133000748232
CNN,50,30,1789.1133609375822,0.021350799943320453
CR,50,30,1726.040530319687,0.01658799999859184
CNN,50,30,1731.5395591526258,0.02142710005864501
CR,50,30,1786.1584072296191,0.016661599976941943
CNN,50,30,1815.000976835717,0.02128739992622286
CR,50,30,1936.4219318332957,0.016931099933572114
CNN,50,30,1972.858605370913,0.022147500072605908
CR,50,30,1780.1550987856522,0.012875499902293086
CNN,50,30,3232.269222553412,0.015311600058339536
CR,50,30,1780.1550987856522,0.01285579998511821
CNN,50,30,3232.269222553412,0.015218599932268262
CR,50,30,1719.8052021158992,0.012703899992629886
CNN,50,30,1719.8052021158992,0.01554039993789047
CR,50,30,1660.876706569372,0.012688899994827807
CNN,50,30,1660.876706569372,0.015252099954523146
CR,50,30,1904.817925430072,0.013500700006261468
CNN,50,30,1963.700698574829,0.01763130002655089
CR,50,30,1717.128530439233,0.006906299968250096
CNN,50,30,1717.128530439233,0.011507400078698993
CR,50,30,1821.3508159986077,0.006896400009281933
CNN,50,30,1821.3508159986077,0.012050200020894408
CR,50,30,1512.6796462817802,0.0069445999106392264
CNN,50,30,1512.6796462817802,0.009383099968545139
CR,50,30,1540.2076154191006,0.006903900066390634
CNN,50,30,1540.2076154191006,0.009669099934399128
CR,50,30,1717.128530439233,0.006876199971884489
CNN,50,30,1717.128530439233,0.011648699990473688
CR,50,30,1639.3060349245097,0.006272400030866265
CNN,50,30,1721.1468269732268,0.011650900007225573
CR,50,30,1639.3060349245097,0.006387899979017675
CNN,50,30,1721.1468269732268,0.011235799989663064
CR,50,30,1543.2760381356657,0.0063717999728396535
CNN,50,30,1543.2760381356657,0.00904949998948723
CR,50,30,1534.6771618058115,0.00626440008636564
CNN,50,30,1534.6771618058115,0.008857599925249815
CR,50,30,1655.057427030915,0.006287000025622547
CNN,50,30,1682.5537122798387,0.01116400002501905
CR,50,30,2105.14810609145,0.0063865999691188335
CNN,50,30,2105.596295645788,0.013409400009550154
CR,50,30,2066.1953148902453,0.0063686000648885965
CNN,50,30,2066.1960515923324,0.012510299915447831
CR,50,30,2134.422502312449,0.006722700083628297
CNN,50,30,2134.422502312449,0.01283380005043
CR,50,30,2087.580844484802,0.006344099994748831
CNN,50,30,2076.370173481815,0.013656400027684867
CR,50,30,2082.063660722375,0.006362799904309213
CNN,50,30,2143.322241077334,0.01324870006646961
CR,50,30,2054.9130475896172,0.02126870001666248
CNN,50,30,2167.491466868055,0.02869010006543249
CR,50,30,2038.514536718937,0.015162999974563718
CNN,50,30,2077.5891949858055,0.021562300040386617
CR,50,30,2054.5056510371014,0.015066800056956708
CNN,50,30,2063.402177527113,0.022423399961553514
CR,50,30,1964.7294156260796,0.015102899982593954
CNN,50,30,1980.483269556999,0.02724049997050315
CR,50,30,1971.1090486021708,0.014802000019699335
CNN,50,30,2000.8110242991934,0.020592700107954443
CR,50,30,1568.7428184970063,0.00760070001706481
CNN,50,30,1568.7428184970063,0.016846399987116456
CR,50,30,1534.4730974569002,0.011069200001657009
CNN,50,30,1534.4730974569002,0.008955999976024032
CR,50,30,1534.4730974569,0.006591900018975139
CNN,50,30,1534.4730974569,0.009005900006741285
CR,50,30,1534.4730974569004,0.00651770003605634
CNN,50,30,1534.4730974569004,0.008900099899619818
CR,50,30,1516.2954382507519,0.00649980001617223
CNN,50,30,1516.2954382507519,0.008834199979901314
CR,50,30,2070.3039735751872,0.011306599946692586
CNN,50,30,2109.049512990967,0.018458600039593875
CR,50,30,1842.4972451177425,0.010948600014671683
CNN,50,30,1844.7814619548305,0.015982700046151876
CR,50,30,1724.2639389243643,0.011090699932537973
CNN,50,30,1773.2371670585244,0.016272599925287068
CR,50,30,1981.361716878846,0.01136240002233535
CNN,50,30,2078.4347459798387,0.01812180003616959
CR,50,30,2004.4474420619892,0.01055660005658865
CNN,50,30,2020.3307569120898,0.015708699938841164
CR,50,30,1457.1158766354392,0.012862300034612417
CNN,50,30,1457.1158766354392,0.014954600017517805
CR,50,30,1862.0071844880254,0.012658399995416403
CNN,50,30,1857.1823677043365,0.017893899930641055
CR,50,30,1558.3884877832454,0.012596599990502
CNN,50,30,1607.3753738667874,0.01711260003503412
CR,50,30,1818.9798488501756,0.012671099975705147
CNN,50,30,1819.7974840879824,0.01754349994007498
CR,50,30,1452.6736580381532,0.012678600032813847
CNN,50,30,1452.6736580381532,0.015240300097502768
CR,50,35,1819.3905150500266,0.008566000033169985
CNN,50,35,1819.3942286198508,0.013886200031265616
CR,50,35,1879.4850979501393,0.00857409997843206
CNN,50,35,3317.474566605656,0.014531000051647425
CR,50,35,1959.0960473855862,0.008380900020711124
CNN,50,35,2011.8314702382077,0.014249600004404783
CR,50,35,1835.4593565942237,0.008450399967841804
CNN,50,35,3230.2458852951827,0.013975000008940697
CR,50,35,1924.225152280883,0.00846879999153316
CNN,50,35,1924.7220980834145,0.015422299969941378
CR,50,35,1679.6622495951926,0.011763400048948824
CNN,50,35,1679.6622495951926,0.014318200061097741
CR,50,35,1705.1731967005173,0.011671399930492043
CNN,50,35,1705.1731967005173,0.013900599908083677
CR,50,35,1673.6381602928682,0.011524799978360534
CNN,50,35,1673.6381602928682,0.014281900017522275
CR,50,35,1824.2058527502256,0.011535200057551265
CNN,50,35,1841.6386472476954,0.01596440002322197
CR,50,35,1679.6622495951924,0.011530800024047494
CNN,50,35,1679.6622495951924,0.013981399941258132
CR,50,35,1679.6506438088502,0.00989280000794679
CNN,50,35,1714.9905567657977,0.014502700068987906
CR,50,35,1770.1554272914652,0.009709300007671118
CNN,50,35,1791.6808759990167,0.014275999972596765
CR,50,35,1737.9490058943009,0.009933399967849255
CNN,50,35,1738.159090571636,0.014823000063188374
CR,50,35,1770.1554272914652,0.009813699987716973
CNN,50,35,1791.6808759990167,0.014354499988257885
CR,50,35,2068.6535963656506,0.009830800001509488
CNN,50,35,2104.7871735050353,0.014792100060731173
CR,50,35,1860.0631705612336,0.0053183999843895435
CNN,50,35,1817.9676318658562,0.010202399920672178
CR,50,35,1715.994945228163,0.005288099986501038
CNN,50,35,1718.985763523549,0.010001800023019314
CR,50,35,1658.6089876062072,0.005281700054183602
CNN,50,35,1669.5109402314556,0.010794500005431473
CR,50,35,1749.5414015529796,0.005205900059081614
CNN,50,35,1833.1186270867533,0.009835599921643734
CR,50,35,1685.4340975536456,0.005249700043350458
CNN,50,35,1704.9930499589684,0.010194400092586875
CR,50,35,1687.7374247533012,0.008432200062088668
CNN,50,35,1766.295927202247,0.013388999970629811
CR,50,35,1496.6883681597508,0.008446100051514804
CNN,50,35,2840.2069082687176,0.010756499948911369
CR,50,35,1694.5120119225594,0.008453699992969632
CNN,50,35,1705.2176736094482,0.013358500087633729
CR,50,35,1672.088026083991,0.008418799960054457
CNN,50,35,1673.1861685495405,0.013657200033776462
CR,50,35,1515.0474061510843,0.008646500064060092
CNN,50,35,1506.3909929871154,0.012841899995692074
CR,50,35,1790.562307820938,0.00941860000602901
CNN,50,35,1878.1796811653944,0.014992499956861138
CR,50,35,1846.030033839532,0.009335200069472194
CNN,50,35,1846.4203848596544,0.01482169993687421
CR,50,35,1796.6798897903188,0.009315400035120547
CNN,50,35,1809.0669458250252,0.01577139995060861
CR,50,35,1759.241297286357,0.009381699957884848
CNN,50,35,1763.3736656147553,0.01542940002400428
CR,50,35,1850.921687969264,0.009314700029790401
CNN,50,35,1890.9268965586875,0.015076399897225201
CR,50,35,1930.18005439607,0.011242699925787747
CNN,50,35,1930.6052404491081,0.01624430005904287
CR,50,35,2198.1256822311443,0.011116900015622377
CNN,50,35,2241.039248377517,0.016831499990075827
CR,50,35,2047.770375653848,0.011382899945601821
CNN,50,35,2058.935846767947,0.0181319999974221
CR,50,35,1899.7243604333169,0.010983899934217334
CNN,50,35,1901.8978519536026,0.015968099934980273
CR,50,35,2237.581657383327,0.01099800004158169
CNN,50,35,2284.752053652493,0.016969599993899465
CR,50,35,2068.162503186729,0.009311400004662573
CNN,50,35,2076.37588677482,0.015155700035393238
CR,50,35,1853.1373415780051,0.009263199986889958
CNN,50,35,1868.9217724968087,0.015221099951304495
CR,50,35,1886.0192270175799,0.009300300036557019
CNN,50,35,1890.7319317335132,0.014670599950477481
CR,50,35,1668.6934503375003,0.009294899995438755
CNN,50,35,1687.9482813353022,0.014306799974292517
CR,50,35,1839.8459387519667,0.009285999927669764
CNN,50,35,1890.9841034687734,0.016243599937297404
CR,50,35,2010.1708141329511,0.010949800023809075
CNN,50,35,2011.3582077764777,0.016570999985560775
CR,50,35,1829.7271650734326,0.01138030004221946
CNN,50,35,1858.943851570746,0.017077600001357496
CR,50,35,1769.6335492782675,0.011082099983468652
CNN,50,35,1805.0223441771848,0.016178300022147596
CR,50,35,1673.4982415581137,0.011067399987950921
CNN,50,35,1722.370006496842,0.015745299984700978
CR,50,35,1769.6335492782675,0.01100830000359565
CNN,50,35,1805.0223441771848,0.01636140001937747
CR,50,35,1686.7826323215356,0.015201399917714298
CNN,50,35,1686.7826323215356,0.017553600016981363
CR,50,35,1701.8784155146275,0.015156200039200485
CNN,50,35,1702.1234715870864,0.019926600041799247
CR,50,35,1670.274771068625,0.015505500021390617
CNN,50,35,1670.274771068625,0.01778400002513081
CR,50,35,1740.9427738205623,0.015332899987697601
CNN,50,35,1741.6495254301592,0.02004470000974834
CR,50,35,1762.978545312108,0.015489800018258393
CNN,50,35,1765.3529804999428,0.020080800051800907
CR,50,35,1656.0601321555603,0.0100704999640584
CNN,50,35,1656.0601321555603,0.01234780007507652
CR,50,35,1650.732171223406,0.009954700013622642
CNN,50,35,1650.732171223406,0.012724800035357475
CR,50,35,1654.359405530811,0.00992799992673099
CNN,50,35,1654.359405530811,0.012277400004677474
CR,50,35,1652.8903709993504,0.009999900008551776
CNN,50,35,1652.8903709993504,0.012327799922786653
CR,50,35,2000.6593912774708,0.009957499918527901
CNN,50,35,2033.0431319429042,0.015412300010211766
CR,50,35,1697.7140661213537,0.009710300015285611
CNN,50,35,1736.9261507059473,0.014225699938833714
CR,50,35,1618.6767288163212,0.009719899971969426
CNN,50,35,3046.273311366353,0.012426899978891015
CR,50,35,1596.03344985255,0.009629099979065359
CNN,50,35,1605.4360037955007,0.01429439999628812
CR,50,35,1858.0501994163462,0.009973500040359795
CNN,50,35,3290.14567433819,0.016459999955259264
CR,50,35,1574.1068381176167,0.009956499910913408
CNN,50,35,1574.1068381176167,0.012420399929396808
CR,50,35,1955.6373984772085,0.010528899962082505
CNN,50,35,2002.447050834652,0.01568130007945001
CR,50,35,1781.3454385202556,0.010419299942441285
CNN,50,35,1782.049227740575,0.015638899989426136
CR,50,35,1937.5290827328795,0.010637299972586334
CNN,50,35,1956.2915259381048,0.015760899987071753
CR,50,35,2009.5116003523237,0.01046630006749183
CNN,50,35,2014.1562622221952,0.016363099915906787
CR,50,35,1913.084692671836,0.010541899944655597
CNN,50,35,1923.7817539081923,0.016039400012232363
CR,50,35,1767.9845286943955,0.01357879990246147
CNN,50,35,1831.3466969503875,0.018404999980702996
CR,50,35,1768.9244103382352,0.01395980000961572
CNN,50,35,1776.1631378600648,0.018418499967083335
CR,50,35,1915.4630188226884,0.013497599982656538
CNN,50,35,1924.9309553172634,0.018113399972207844
CR,50,35,1747.3548650968376,0.013656399911269546
CNN,50,35,1755.8263757467598,0.018256800016388297
CR,50,35,1745.013421183766,0.013538400060497224
CNN,50,35,1829.9067781398576,0.018009299994446337
CR,50,35,1755.563008573596,0.013248900067992508
CNN,50,35,1812.9070970746104,0.018232899950817227
